"혈액원별(1)","수혈용량별(1)",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
"서울중앙","400mL",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,419275,-,-,419275,100.0,93830,22.4,888,0.2,71165,17.0,12,-,151143,36.0,-,-,90381,21.6,-,-,11423,2.7,433,0.1,-,-,-,-,-,-,416058,-,-,416058,100.0,85394,20.5,781,0.2,80027,19.2,10,-,153018,36.8,-,-,82785,19.9,-,-,14043,3.4,-,-,-,-,-,-,-,-,385642,-,-,385642,100.0,68752,17.8,856,0.2,81814,21.2,1,-,135170,35.1,-,-,86716,22.5,-,-,12333,3.2,-,-,-,-,-,-,-,-,406557,-,-,406557,100.0,65365,16.1,945,0.2,87184,21.4,-,-,149925,36.9,-,-,90214,22.2,-,-,12924,3.2,-,-,-,-,-,-,-,-,390353,3,0.0,390350,100.0,54483,14.0,261,0.1,93096,23.8,-,-,134182,34.4,-,-,89200,22.9,-,-,19128,4.9,-,-,-,-,-,-,-,-,408846,-,-,408846,100.0,54765,13.4,199,0.0,103855,25.4,6,0.0,131276,32.1,-,-,98154,24.0,-,-,20591,5.0,-,-,-,-,-,-,-,-,373236,1,0.0,373235,100.0,58070,15.6,171,0.0,96476,25.8,-,-,114217,30.6,-,-,82645,22.1,-,-,21656,5.8,-,-,-,-,-,-,-,-
"서울서부","합계",564090,25,0.0,510573,90.5,210566,37.3,786,0.1,50919,9.0,207,0.0,140802,25.0,-,-,95121,16.9,12130,2.2,42,0.0,53492,9.5,553661,24,-,499234,90.2,193976,35.0,758,0.1,53758,9.7,45,-,142845,25.8,10,-,93861,17.0,-,-,13922,2.5,59,-,54403,9.8,603223,13,-,549923,91.2,181278,30.1,853,0.1,64521,10.7,25,-,197186,32.7,-,-,93647,15.5,-,-,12413,2.1,-,-,53287,8.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"서울서부","320mL",160872,25,0.0,160847,100.0,104053,64.7,35,0.0,-,-,2,0.0,51426,32.0,-,-,3198,2.0,2133,1.3,-,-,-,-,143712,22,-,143690,100.0,86955,60.5,16,-,-,-,2,-,51563,35.9,-,-,3123,2.2,-,-,2031,1.4,-,-,-,-,160504,13,-,160491,100.0,83309,51.9,58,-,-,-,10,-,74075,46.2,-,-,1186,0.7,-,-,1853,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"서울서부","400mL",349726,-,-,349726,100.0,106513,30.5,751,0.2,50919,14.6,205,0.1,89376,25.6,-,-,91923,26.3,9997,2.9,42,0.0,-,-,355546,2,-,355544,100.0,107021,30.1,742,0.2,53758,15.1,43,-,91282,25.7,10,-,90738,25.5,-,-,11891,3.3,59,-,-,-,389432,-,-,389432,100.0,97969,25.2,795,0.2,64521,16.6,15,-,123111,31.6,-,-,92461,23.7,-,-,10560,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"서울남부","합계",396982,7,0.0,367369,92.5,108131,27.2,63,0.0,41019,10.3,-,-,123026,31.0,-,-,78275,19.7,15993,4.0,862,0.2,29606,7.5,397795,8,-,362554,91.1,109590,27.5,56,-,48038,12.1,-,-,106733,26.8,-,-,78430,19.7,-,-,19095,4.8,612,0.2,35233,8.9,443993,16,-,412845,93.0,110173,24.8,123,-,56288,12.7,-,-,152071,34.3,-,-,72834,16.4,-,-,21214,4.8,142,-,31132,7.0,466214,14,-,434560,93.2,112261,24.1,116,-,57494,12.3,-,-,171496,36.8,-,-,70878,15.2,-,-,21994,4.7,321,0.1,31640,6.8,31509,6.8,131,-,469297,12,-,434854,92.7,104945,22.4,149,-,63490,13.5,-,-,179932,38.3,-,-,66316,14.1,-,-,19968,4.3,54,-,34431,7.3,34164,7.3,267,0.1,457540,1,-,422153,92.3,99626,21.8,95,-,64899,14.2,-,-,156577,34.2,-,-,76395,16.7,-,-,24313,5.3,248,0.1,35386,7.7,35264,7.7,122,-,442006,-,-,407300,92.1,96404,21.8,62,0.0,62878,14.2,-,-,153180,34.7,-,-,71469,16.2,-,-,23307,5.3,-,-,34706,7.9,34611,7.8,95,0.0,426041,-,-,389403,91.4,94547,22.2,53,0.0,58158,13.7,-,-,154303,36.2,-,-,64725,15.2,-,-,17617,4.1,-,-,36638,8.6,36617,8.6,21,0.0,425390,2,0.0,384634,90.4,85335,20.1,94,0.0,61652,14.5,-,-,156159,36.7,-,-,66414,15.6,-,-,14980,3.5,-,-,40754,9.6,40608,9.5,146,0.0,347489,2,0.0,311791,89.7,78043,22.5,41,0.0,51460,14.8,-,-,127416,36.7,-,-,43773,12.6,-,-,11058,3.2,-,-,35696,10.3,35639,10.3,57,0.0
"서울남부","320mL",87187,7,0.0,87180,100.0,46837,53.7,-,-,-,-,-,-,34795,39.9,-,-,2866,3.3,2682,3.1,-,-,-,-,88642,8,-,88634,100.0,50616,57.1,-,-,-,-,-,-,33709,38.0,-,-,2285,2.6,-,-,2024,2.3,-,-,-,-,111952,16,-,111936,100.0,51889,46.3,-,-,-,-,-,-,55580,49.6,-,-,1386,1.2,-,-,3081,2.8,-,-,-,-,126854,14,-,126840,100.0,55706,43.9,2,-,-,-,-,-,66359,52.3,-,-,2315,1.8,-,-,2458,1.9,-,-,-,-,-,-,-,-,132219,5,-,132214,100.0,55742,42.2,5,-,-,-,-,-,72094,54.5,-,-,1938,1.5,-,-,2435,1.8,-,-,-,-,-,-,-,-,106937,-,-,106937,100.0,48698,45.5,-,-,-,-,-,-,55053,51.5,-,-,1373,1.3,-,-,1813,1.7,-,-,-,-,-,-,-,-,109750,-,-,109750,100.0,51590,47.0,-,-,-,-,-,-,55233,50.3,-,-,1109,1.0,-,-,1818,1.7,-,-,-,-,-,-,-,-,115668,-,-,115668,100.0,53606,46.3,-,-,-,-,-,-,60303,52.1,-,-,1077,0.9,-,-,682,0.6,-,-,-,-,-,-,-,-,108995,-,-,108995,100.0,48307,44.3,-,-,-,-,-,-,58124,53.3,-,-,1254,1.2,-,-,1310,1.2,-,-,-,-,-,-,-,-,82218,-,-,82218,100.0,41969,51.0,-,-,-,-,-,-,38951,47.4,-,-,539,0.7,-,-,759,0.9,-,-,-,-,-,-,-,-
"서울남부","400mL",280189,-,-,280189,100.0,61294,21.9,63,0.0,41019,14.6,-,-,88231,31.5,-,-,75409,26.9,13311,4.8,862,0.3,-,-,273920,-,-,273920,100.0,58974,21.5,56,-,48038,17.5,-,-,73024,26.7,-,-,76145,27.8,-,-,17071,6.2,612,0.2,-,-,300909,-,-,300909,100.0,58284,19.4,123,-,56288,18.7,-,-,96491,32.1,-,-,71448,23.7,-,-,18133,6.0,142,-,-,-,307720,-,-,307720,100.0,56555,18.4,114,-,57494,18.7,-,-,105137,34.2,-,-,68563,22.3,-,-,19536,6.3,321,0.1,-,-,-,-,-,-,302647,7,-,302640,100.0,49203,16.3,144,-,63490,21.0,-,-,107838,35.6,-,-,64378,21.3,-,-,17533,5.8,54,-,-,-,-,-,-,-,315217,1,-,315216,100.0,50928,16.2,95,-,64899,20.6,-,-,101524,32.2,-,-,75022,23.8,-,-,22500,7.1,248,0.1,-,-,-,-,-,-,297550,-,-,297550,100.0,44814,15.1,62,0.0,62878,21.1,-,-,97947,32.9,-,-,70360,23.6,-,-,21489,7.2,-,-,-,-,-,-,-,-,273735,-,-,273735,100.0,40941,15.0,53,0.0,58158,21.2,-,-,94000,34.3,-,-,63648,23.3,-,-,16935,6.2,-,-,-,-,-,-,-,-,275641,2,0.0,275639,100.0,37028,13.4,94,0.0,61652,22.4,-,-,98035,35.6,-,-,65160,23.6,-,-,13670,5.0,-,-,-,-,-,-,-,-,229575,2,0.0,229573,100.0,36074,15.7,41,0.0,51460,22.4,-,-,88465,38.5,-,-,43234,18.8,-,-,10299,4.5,-,-,-,-,-,-,-,-
"서울동부","합계",444457,90,0.0,406947,91.6,197952,44.5,309,0.1,36342,8.2,-,-,85596,19.3,-,-,73849,16.6,12899,2.9,-,-,37420,8.4,440485,88,-,402677,91.4,187101,42.5,282,0.1,41445,9.4,-,-,92886,21.1,-,-,67465,15.3,-,-,13474,3.1,24,-,37720,8.6,470771,52,-,435682,92.5,183433,39.0,319,0.1,45546,9.7,-,-,130139,27.6,-,-,66846,14.2,-,-,9399,2.0,-,-,35037,7.4,483575,64,-,447702,92.6,177277,36.7,272,0.1,50531,10.4,-,-,145427,30.1,-,-,65165,13.5,-,-,9030,1.9,-,-,35809,7.4,35809,7.4,-,-,483588,20,-,449116,92.9,164605,34.0,304,0.1,56007,11.6,-,-,150086,31.0,-,-,68653,14.2,-,-,9461,2.0,-,-,34452,7.1,34452,7.1,-,-,424013,2,-,389487,91.9,139219,32.8,252,0.1,57964,13.7,-,-,121330,28.6,-,-,60035,14.2,-,-,10687,2.5,-,-,34524,8.1,34524,8.1,-,-,436947,13,0.0,401271,91.8,132123,30.2,166,0.0,64162,14.7,-,-,130974,30.0,-,-,60970,14.0,-,-,12876,2.9,-,-,35663,8.2,35662,8.2,1,0.0,440839,-,-,405060,91.9,130497,29.6,194,0.0,67166,15.2,-,-,127232,28.9,-,-,65475,14.9,-,-,14496,3.3,-,-,35779,8.1,35779,8.1,-,-,449784,2,0.0,408218,90.8,128303,28.5,365,0.1,71218,15.8,-,-,123293,27.4,-,-,69271,15.4,-,-,15768,3.5,-,-,41564,9.2,41564,9.2,-,-,393214,5,0.0,353526,89.9,125630,31.9,139,0.0,60750,15.4,-,-,107159,27.3,-,-,48598,12.4,-,-,11250,2.9,-,-,39683,10.1,39681,10.1,2,0.0
"서울동부","320mL",141479,90,0.1,141389,99.9,106237,75.1,-,-,-,-,-,-,29491,20.8,-,-,2630,1.9,3031,2.1,-,-,-,-,123151,88,0.1,123063,99.9,90504,73.5,-,-,-,-,-,-,28241,22.9,-,-,2210,1.8,-,-,2108,1.7,-,-,-,-,139815,52,-,139763,100.0,87838,62.8,-,-,-,-,-,-,48303,34.5,-,-,1233,0.9,-,-,2389,1.7,-,-,-,-,150276,64,-,150212,100.0,88208,58.7,-,-,-,-,-,-,58662,39.0,-,-,1315,0.9,-,-,2027,1.3,-,-,-,-,-,-,-,-,155639,17,-,155622,100.0,86545,55.6,-,-,-,-,-,-,65232,41.9,-,-,1415,0.9,-,-,2430,1.6,-,-,-,-,-,-,-,-,121228,2,-,121226,100.0,71002,58.6,-,-,-,-,-,-,47916,39.5,-,-,1565,1.3,-,-,743,0.6,-,-,-,-,-,-,-,-,124049,10,0.0,124039,100.0,69137,55.7,-,-,-,-,-,-,52297,42.2,-,-,1310,1.1,-,-,1295,1.0,-,-,-,-,-,-,-,-,138634,-,-,138634,100.0,77271,55.7,-,-,-,-,-,-,56687,40.9,-,-,3011,2.2,-,-,1665,1.2,-,-,-,-,-,-,-,-,137226,2,0.0,137224,100.0,77471,56.5,1,0.0,-,-,-,-,54550,39.8,-,-,2567,1.9,-,-,2635,1.9,-,-,-,-,-,-,-,-,113205,3,0.0,113202,100.0,69184,61.1,-,-,-,-,-,-,40972,36.2,-,-,1015,0.9,-,-,2031,1.8,-,-,-,-,-,-,-,-
"서울동부","400mL",265558,-,-,265558,100.0,91715,34.5,309,0.1,36342,13.7,-,-,56105,21.1,-,-,71219,26.8,9868,3.7,-,-,-,-,279614,-,-,279614,100.0,96597,34.5,282,0.1,41445,14.8,-,-,64645,23.1,-,-,65255,23.3,-,-,11366,4.1,24,-,-,-,295919,-,-,295919,100.0,95595,32.3,319,0.1,45546,15.4,-,-,81836,27.7,-,-,65613,22.2,-,-,7010,2.4,-,-,-,-,297490,-,-,297490,100.0,89069,29.9,272,0.1,50531,17.0,-,-,86765,29.2,-,-,63850,21.5,-,-,7003,2.4,-,-,-,-,-,-,-,-,293497,3,-,293494,100.0,78060,26.6,304,0.1,56007,19.1,-,-,84854,28.9,-,-,67238,22.9,-,-,7031,2.4,-,-,-,-,-,-,-,-,268261,-,-,268261,100.0,68217,25.4,252,0.1,57964,21.6,-,-,73414,27.4,-,-,58470,21.8,-,-,9944,3.7,-,-,-,-,-,-,-,-,277235,3,0.0,277232,100.0,62986,22.7,166,0.1,64162,23.1,-,-,78677,28.4,-,-,59660,21.5,-,-,11581,4.2,-,-,-,-,-,-,-,-,266426,-,-,266426,100.0,53226,20.0,194,0.1,67166,25.2,-,-,70545,26.5,-,-,62464,23.4,-,-,12831,4.8,-,-,-,-,-,-,-,-,270994,-,-,270994,100.0,50832,18.8,364,0.1,71218,26.3,-,-,68743,25.4,-,-,66704,24.6,-,-,13133,4.8,-,-,-,-,-,-,-,-,240326,2,0.0,240324,100.0,56446,23.5,139,0.1,60750,25.3,-,-,66187,27.5,-,-,47583,19.8,-,-,9219,3.8,-,-,-,-,-,-,-,-
"부산","합계",378030,122,0.0,367479,97.2,159756,42.3,345,0.1,12778,3.4,-,-,137242,36.3,-,-,54208,14.3,3150,0.8,-,-,10429,2.8,373957,64,-,362753,97.0,148786,39.8,342,0.1,14756,3.9,-,-,141311,37.8,-,-,53137,14.2,-,-,4421,1.2,-,-,11140,3.0,361769,62,-,352087,97.3,143607,39.7,223,0.1,14524,4.0,-,-,139745,38.6,-,-,47931,13.2,-,-,6057,1.7,-,-,9620,2.7,380331,47,-,368761,97.0,141027,37.1,149,-,16294,4.3,-,-,155215,40.8,-,-,48982,12.9,-,-,7094,1.9,-,-,11523,3.0,11523,3.0,-,-,372035,4,-,360093,96.8,137309,36.9,142,-,18898,5.1,-,-,148207,39.8,-,-,48814,13.1,-,-,6723,1.8,-,-,11938,3.2,11938,3.2,-,-,354667,22,-,342928,96.7,125416,35.4,91,-,21862,6.2,-,-,144791,40.8,-,-,43888,12.4,-,-,6880,1.9,-,-,11717,3.3,11717,3.3,-,-,345815,10,0.0,332681,96.2,121231,35.1,100,0.0,22295,6.4,-,-,139426,40.3,-,-,42196,12.2,-,-,7433,2.1,-,-,13124,3.8,13124,3.8,-,-,343345,6,0.0,330692,96.3,122449,35.7,187,0.1,21994,6.4,-,-,135995,39.6,-,-,41509,12.1,-,-,8558,2.5,-,-,12647,3.7,12647,3.7,-,-,344914,4,0.0,330305,95.8,120627,35.0,252,0.1,23227,6.7,-,-,136367,39.5,-,-,42679,12.4,-,-,7153,2.1,-,-,14605,4.2,14605,4.2,-,-,332905,8,0.0,317641,95.4,119526,35.9,219,0.1,23932,7.2,-,-,132020,39.7,-,-,33366,10.0,-,-,8578,2.6,-,-,15256,4.6,15256,4.6,-,-
"부산","320mL",131506,122,0.1,131384,99.9,73432,55.8,4,0.0,-,-,-,-,57294,43.6,-,-,583,0.4,71,0.1,-,-,-,-,122310,63,0.1,122247,99.9,64881,53.0,8,-,-,-,-,-,56024,45.8,-,-,1076,0.9,-,-,258,0.2,-,-,-,-,118660,62,0.1,118598,99.9,61723,52.0,3,-,-,-,-,-,55811,47.0,-,-,735,0.6,-,-,326,0.3,-,-,-,-,130331,42,-,130289,100.0,62923,48.3,-,-,-,-,-,-,66239,50.8,-,-,721,0.6,-,-,406,0.3,-,-,-,-,-,-,-,-,125608,1,-,125607,100.0,64292,51.2,1,-,-,-,-,-,60099,47.8,-,-,791,0.6,-,-,424,0.3,-,-,-,-,-,-,-,-,109029,8,-,109021,100.0,55394,50.8,9,-,-,-,-,-,52701,48.3,-,-,178,0.2,-,-,739,0.7,-,-,-,-,-,-,-,-,110664,6,0.0,110658,100.0,56341,50.9,8,0.0,-,-,-,-,53452,48.3,-,-,170,0.2,-,-,687,0.6,-,-,-,-,-,-,-,-,111682,-,-,111682,100.0,56835,50.9,-,-,-,-,-,-,54428,48.7,-,-,31,0.0,-,-,388,0.3,-,-,-,-,-,-,-,-,107359,2,0.0,107357,100.0,54164,50.5,-,-,-,-,-,-,52944,49.3,-,-,127,0.1,-,-,122,0.1,-,-,-,-,-,-,-,-,95286,-,-,95286,100.0,48672,51.1,3,0.0,-,-,-,-,46347,48.6,-,-,186,0.2,-,-,78,0.1,-,-,-,-,-,-,-,-
"부산","400mL",236095,-,-,236095,100.0,86324,36.6,341,0.1,12778,5.4,-,-,79948,33.9,-,-,53625,22.7,3079,1.3,-,-,-,-,240507,1,-,240506,100.0,83905,34.9,334,0.1,14756,6.1,-,-,85287,35.5,-,-,52061,21.6,-,-,4163,1.7,-,-,-,-,233489,-,-,233489,100.0,81884,35.1,220,0.1,14524,6.2,-,-,83934,35.9,-,-,47196,20.2,-,-,5731,2.5,-,-,-,-,238477,5,-,238472,100.0,78104,32.8,149,0.1,16294,6.8,-,-,88976,37.3,-,-,48261,20.2,-,-,6688,2.8,-,-,-,-,-,-,-,-,234489,3,-,234486,100.0,73017,31.1,141,0.1,18898,8.1,-,-,88108,37.6,-,-,48023,20.5,-,-,6299,2.7,-,-,-,-,-,-,-,-,233921,14,-,233907,100.0,70022,29.9,82,-,21862,9.3,-,-,92090,39.4,-,-,43710,18.7,-,-,6141,2.6,-,-,-,-,-,-,-,-,222027,4,0.0,222023,100.0,64890,29.2,92,0.0,22295,10.0,-,-,85974,38.7,-,-,42026,18.9,-,-,6746,3.0,-,-,-,-,-,-,-,-,219016,6,0.0,219010,100.0,65614,30.0,187,0.1,21994,10.0,-,-,81567,37.2,-,-,41478,18.9,-,-,8170,3.7,-,-,-,-,-,-,-,-,222950,2,0.0,222948,100.0,66463,29.8,252,0.1,23227,10.4,-,-,83423,37.4,-,-,42552,19.1,-,-,7031,3.2,-,-,-,-,-,-,-,-,222363,8,0.0,222355,100.0,70854,31.9,216,0.1,23932,10.8,-,-,85673,38.5,-,-,33180,14.9,-,-,8500,3.8,-,-,-,-,-,-,-,-
"대구·경북","합계",334104,91,0.0,326582,97.7,148884,44.6,83,0.0,13068,3.9,140,0.0,124470,37.3,-,-,37447,11.2,2490,0.7,-,-,7431,2.2,320861,67,-,308376,96.1,152177,47.4,70,-,15678,4.9,38,-,101267,31.6,-,-,35055,10.9,-,-,4091,1.3,-,-,12418,3.9,330818,29,-,318938,96.4,151125,45.7,104,-,19204,5.8,25,-,111782,33.8,-,-,32521,9.8,-,-,4177,1.3,-,-,11851,3.6,339438,45,-,329463,97.1,150536,44.3,62,-,20937,6.2,8,-,121910,35.9,-,-,31697,9.3,-,-,4313,1.3,-,-,9930,2.9,9930,2.9,-,-,345893,10,-,336252,97.2,147602,42.7,60,-,28739,8.3,71,-,124735,36.1,-,-,31645,9.1,-,-,3400,1.0,-,-,9631,2.8,9631,2.8,-,-,318991,39,-,308597,96.7,126688,39.7,30,-,31462,9.9,24,-,118637,37.2,-,-,28425,8.9,-,-,3331,1.0,-,-,10355,3.2,10355,3.2,-,-,354447,13,0.0,341289,96.3,124186,35.0,19,0.0,38679,10.9,76,0.0,143015,40.3,-,-,30535,8.6,-,-,4779,1.3,-,-,13145,3.7,13145,3.7,-,-,355886,19,0.0,343528,96.5,126853,35.6,24,0.0,38871,10.9,3,0.0,139761,39.3,-,-,32028,9.0,-,-,5988,1.7,-,-,12339,3.5,12339,3.5,-,-,377493,15,0.0,364687,96.6,130832,34.7,40,0.0,42127,11.2,-,-,150019,39.7,-,-,35498,9.4,-,-,6171,1.6,-,-,12791,3.4,12788,3.4,3,0.0,362380,14,0.0,350912,96.8,133048,36.7,25,0.0,37953,10.5,-,-,146256,40.4,-,-,27483,7.6,-,-,6147,1.7,-,-,11454,3.2,11454,3.2,-,-
"대구·경북","320mL",128616,72,0.1,128544,99.9,72638,56.5,-,-,-,-,17,0.0,55215,42.9,-,-,529,0.4,145,0.1,-,-,-,-,116426,60,0.1,116366,99.9,70439,60.5,-,-,-,-,9,-,44774,38.5,-,-,749,0.6,-,-,395,0.3,-,-,-,-,124667,28,-,124639,100.0,73611,59.0,-,-,-,-,6,-,49522,39.7,-,-,1113,0.9,-,-,387,0.3,-,-,-,-,126624,45,-,126579,100.0,72297,57.1,1,-,-,-,3,-,53548,42.3,-,-,642,0.5,-,-,88,0.1,-,-,-,-,-,-,-,-,127250,7,-,127243,100.0,75154,59.1,-,-,-,-,48,-,52024,40.9,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,108228,3,-,108225,100.0,59267,54.8,-,-,-,-,3,-,48921,45.2,-,-,11,-,-,-,23,-,-,-,-,-,-,-,-,-,121277,2,0.0,121275,100.0,63107,52.0,-,-,-,-,-,-,58041,47.9,-,-,-,-,-,-,127,0.1,-,-,-,-,-,-,-,-,120134,2,0.0,120132,100.0,62734,52.2,-,-,-,-,-,-,56943,47.4,-,-,65,0.1,-,-,390,0.3,-,-,-,-,-,-,-,-,128170,-,-,128170,100.0,67002,52.3,-,-,-,-,-,-,61137,47.7,-,-,-,-,-,-,31,0.0,-,-,-,-,-,-,-,-,111117,2,0.0,111115,100.0,58540,52.7,-,-,-,-,-,-,52575,47.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
