date,RBC,platelet,plasma,F_platelet,washed_platelet,apheresis_plasma,etc
2021-01-01,25424,8208,100338,994,0,14686,168
2021-01-02,23030,4765,99328,604,0,14750,292
2021-01-03,25009,5858,103327,1051,0,16955,196
2021-01-04,25145,4934,105108,1062,0,18623,270
2021-01-05,24424,5621,108932,888,0,20409,190
2021-01-06,23382,5718,102225,745,0,17892,158
2021-01-07,22517,5705,98997,735,0,16981,184
2021-01-08,20690,4964,97512,673,0,15910,125
2021-01-09,20934,6443,93885,698,0,14266,176
2021-01-10,23216,7299,98066,1037,0,16288,225
2021-01-11,24115,5822,100026,1018,0,17909,294
2021-01-12,23051,6023,103400,801,0,19357,186
2021-01-13,22230,6167,102860,761,0,18837,160
2021-01-14,21941,6469,106938,804,0,20404,148
2021-01-15,20880,6407,110173,724,0,21703,161
2021-01-16,20701,6587,104306,743,0,17786,128
2021-01-17,22533,6807,108159,1114,0,19967,207
2021-01-18,23437,6294,110367,1145,0,21741,236
2021-01-19,21346,5629,107775,982,0,21342,111
2021-01-20,19966,5973,103783,778,0,20677,124
2021-01-21,19348,5959,95319,740,0,18156,158
2021-01-22,18007,5257,94120,685,0,17234,130
2021-01-23,17641,6019,84634,849,0,12878,117
2021-01-24,19088,6465,88079,1153,0,15082,186
2021-01-25,19585,5473,90034,1154,0,16917,279
2021-01-26,19835,6768,94583,910,0,18451,281
2021-01-27,19757,7323,88346,775,0,14370,212
2021-01-28,20631,7708,93010,885,0,15864,240
2021-01-29,20493,7409,94655,760,0,15284,325
2021-01-30,21228,7758,88063,823,0,11698,230
2021-01-31,23230,7840,92106,1171,0,13878,255
2021-02-01,23952,6830,94107,1240,0,15619,761
2021-02-02,23200,6600,98403,1055,0,17184,184
2021-02-03,22912,7058,102524,904,0,18656,265
2021-02-04,22396,6542,96061,872,0,15306,180
2021-02-05,21195,6185,99411,737,0,16473,162
2021-02-06,21799,6911,91955,807,0,12606,160
2021-02-07,24800,8105,97162,1161,0,14776,464
2021-02-08,25787,7879,99716,1233,0,16551,520
2021-02-09,25443,8013,98133,1090,0,16043,280
2021-02-10,24322,8089,93860,906,0,14285,234
2021-02-11,24011,8618,96014,1156,0,14183,104
2021-02-12,22010,5265,95488,644,0,14350,26
2021-02-13,20022,2444,94864,328,0,14350,26
2021-02-14,20429,3240,96452,730,0,15728,353
2021-02-15,21819,3820,99333,957,0,17767,206
2021-02-16,21329,5856,102988,984,0,19781,139
2021-02-17,19934,5542,100275,868,0,18602,101
2021-02-18,18416,5078,98249,821,0,17916,134
2021-02-19,17704,5713,97865,820,0,17196,157
2021-02-20,17562,6229,91549,885,0,15928,128
2021-02-21,19564,7211,95254,1241,0,18193,206
2021-02-22,19776,6127,96674,1261,0,19962,563
2021-02-23,18755,6320,92694,1118,0,18646,132
2021-02-24,17990,6946,93406,998,0,18343,243
2021-02-25,17027,6827,87928,943,0,15039,329
2021-02-26,16480,6636,87939,781,0,13015,191
2021-02-27,17301,7843,82997,754,0,8805,165
2021-02-28,19521,8873,87390,1129,0,10734,189
2021-03-01,20275,7833,89844,1239,0,12500,245
2021-03-02,19256,5576,90580,983,0,13455,755
2021-03-03,17814,6196,94793,966,0,15113,172
2021-03-04,17481,6474,95765,827,0,15144,191
2021-03-05,16585,6077,99474,776,0,16616,137
2021-03-06,16609,6878,99406,828,0,16740,181
2021-03-07,19593,8326,105017,1125,0,19018,258
2021-03-08,20281,7592,107927,1174,0,20877,545
2021-03-09,18843,7076,111128,1063,0,22479,140
2021-03-10,17044,6621,105773,959,0,20931,170
2021-03-11,16383,6758,96280,847,0,16669,170
2021-03-12,15849,6433,97313,704,0,15738,191
2021-03-13,15631,6615,93398,756,0,13045,158
2021-03-14,17822,7449,97875,1142,0,15330,342
2021-03-15,18956,6883,100372,1220,0,17148,351
2021-03-16,18338,6860,94817,953,0,15295,229
2021-03-17,17554,6731,98691,857,0,16751,179
2021-03-18,17190,7442,94166,788,0,15382,158
2021-03-19,17046,7198,97988,760,0,16823,187
2021-03-20,17059,7767,93816,833,0,14659,236
2021-03-21,19079,8002,98247,1157,0,16794,255
2021-03-22,20055,7463,100975,1304,0,18624,432
2021-03-23,19747,7850,105437,1163,0,20352,199
2021-03-24,18711,7460,102931,856,0,18201,321
2021-03-25,19248,7628,104308,801,0,17372,455
2021-03-26,19468,7725,101673,694,0,16124,250
2021-03-27,19879,8469,94384,773,0,12974,207
2021-03-28,21627,8553,98483,1071,0,14887,267
2021-03-29,22150,7091,100898,1220,0,16724,753
2021-03-30,21819,7188,105168,958,0,18190,246
2021-03-31,21212,7073,94140,879,0,13304,145
2021-04-01,20958,7222,94546,858,0,12248,177
2021-04-02,20037,6929,98117,722,0,13622,126
2021-04-03,19811,7421,102147,815,0,15364,156
2021-04-04,20769,7326,105124,1145,0,17507,93
2021-04-05,21222,6508,107089,1277,0,19304,635
2021-04-06,20306,6459,105361,1062,0,18904,157
2021-04-07,19101,6827,103646,814,0,18087,156
2021-04-08,18110,6557,100792,762,0,14902,161
2021-04-09,17390,6122,104157,660,0,16259,227
2021-04-10,17795,7444,101347,769,0,14340,233
2021-04-11,19354,7413,104963,1097,0,16406,152
2021-04-12,19728,6128,106958,1182,0,18192,299
2021-04-13,17927,5450,110059,946,0,19484,169
2021-04-14,17017,5663,100744,857,0,16655,128
2021-04-15,16379,5735,99027,783,0,16875,215
2021-04-16,15378,5366,99709,708,0,16250,145
2021-04-17,16099,6816,92318,838,0,13780,173
2021-04-18,18737,7579,97201,1141,0,15926,189
2021-04-19,19688,6853,99881,1130,0,17674,377
2021-04-20,17656,5908,102474,962,0,19136,144
2021-04-21,16223,6267,94530,790,0,15313,105
2021-04-22,15077,5528,93084,727,0,14051,110
2021-04-23,14708,5716,86313,668,0,11624,115
2021-04-24,15685,6999,87668,783,0,10766,125
2021-04-25,17404,7430,92058,1070,0,12813,158
2021-04-26,18065,6241,94423,1145,0,14574,225
2021-04-27,17312,6779,92544,959,0,13989,168
2021-04-28,15913,6450,92249,895,0,13539,158
2021-04-29,15412,6144,90611,862,0,13106,169
2021-04-30,15910,6684,86478,830,0,9960,228
2021-05-01,17210,8414,91283,982,0,11821,185
2021-05-02,18307,8034,94371,1095,0,13387,271
2021-05-03,20449,8159,98434,1190,0,15194,469
2021-05-04,19728,8288,102184,1099,0,16810,212
2021-05-05,19151,8435,103792,1026,0,17166,158
2021-05-06,17528,5513,104251,646,0,17746,414
2021-05-07,17480,6359,108276,720,0,19399,175
2021-05-08,17654,7496,107093,795,0,17552,207
2021-05-09,19864,7663,111733,1037,0,19630,169
2021-05-10,20993,6763,114825,1136,0,21388,537
2021-05-11,19720,6688,109005,911,0,19692,170
2021-05-12,18817,7135,102143,862,0,17272,131
2021-05-13,18447,7408,93714,853,0,13713,177
2021-05-14,18034,7180,95449,834,0,13418,197
2021-05-15,18420,8294,95093,890,0,12676,258
2021-05-16,20588,8338,99304,1118,0,14615,287
2021-05-17,20705,6991,101155,1241,0,16289,576
2021-05-18,19975,7239,100654,1062,0,16576,149
2021-05-19,20556,8922,98278,1037,0,15284,149
2021-05-20,19748,6727,99129,861,0,16053,691
2021-05-21,20306,7250,104000,762,0,17549,154
2021-05-22,20728,7848,93895,836,0,13315,147
2021-05-23,22764,8355,98129,1150,0,15388,225
2021-05-24,23633,7199,100457,1321,0,17092,513
2021-05-25,23196,7439,104305,1017,0,18512,138
2021-05-26,23010,8029,100636,922,0,15126,156
2021-05-27,22731,8214,97257,899,0,12560,407
2021-05-28,22507,7307,100889,791,0,13958,235
2021-05-29,22879,7833,95507,852,0,11846,150
2021-05-30,24635,7565,98916,1029,0,13776,390
2021-05-31,25016,6360,100847,1167,0,15548,743
2021-06-01,23532,6772,98889,1006,0,15169,185
2021-06-02,22124,6692,96553,847,0,14552,168
2021-06-03,21256,6721,100202,682,0,15600,193
2021-06-04,19902,5795,103304,636,0,16821,161
2021-06-05,21875,7606,97517,767,0,13975,246
2021-06-06,25136,8353,102888,1103,0,16048,528
2021-06-07,25750,6673,105075,1243,0,17713,1131
2021-06-08,24852,6444,108920,1004,0,19034,175
2021-06-09,24130,6662,105545,884,0,16038,172
2021-06-10,23275,6751,102302,853,0,13322,194
2021-06-11,22380,6147,103884,752,0,14200,216
2021-06-12,22341,6634,96747,803,0,11155,181
2021-06-13,23646,6548,100214,1083,0,13104,164
2021-06-14,24375,5516,102227,1154,0,14771,562
2021-06-15,23775,6137,105598,975,0,16295,170
2021-06-16,21680,4940,89024,774,0,12047,118
2021-06-17,20444,5294,88704,680,0,12079,121
2021-06-18,18658,4660,87173,550,0,11698,119
2021-06-19,18612,5681,85101,804,0,11630,158
2021-06-20,19908,5875,88427,1088,0,13665,137
2021-06-21,20356,4926,90329,1118,0,15433,226
2021-06-22,18992,5242,89364,938,0,15180,97
2021-06-23,18026,5349,90555,834,0,14900,75
2021-06-24,17160,5437,87848,801,0,11663,92
2021-06-25,16169,4873,91192,719,0,13001,106
2021-06-26,17027,6739,86051,862,0,10345,200
2021-06-27,18970,7197,90047,1188,0,12422,170
2021-06-28,19886,6180,92458,1242,0,14066,278
2021-06-29,19071,6214,95221,1070,0,15254,233
2021-06-30,18739,6656,95191,970,0,14248,206
2021-07-01,18682,6607,90958,882,0,12480,161
2021-07-02,17876,6350,94623,815,0,13746,217
2021-07-03,17682,7004,91429,836,0,12480,198
2021-07-04,18555,7049,94802,1129,0,14401,155
2021-07-05,19427,6123,96963,1204,0,16113,322
2021-07-06,18076,5881,99761,947,0,17501,147
2021-07-07,16937,5976,93167,793,0,15039,125
2021-07-08,16096,5342,89228,717,0,11647,130
2021-07-09,16920,6428,90898,674,0,10821,121
2021-07-10,17487,7278,91969,788,0,10953,166
2021-07-11,19407,7349,96092,1160,0,13120,152
2021-07-12,20500,6915,98612,1178,0,14805,145
2021-07-13,19067,6504,95851,996,0,14202,128
2021-07-14,18703,7053,94198,914,0,12898,137
2021-07-15,17251,5883,96623,812,0,14098,128
2021-07-16,16289,5695,92085,702,0,12629,156
2021-07-17,16921,6768,96132,797,0,14147,222
2021-07-18,19191,6945,100114,1138,0,16162,148
2021-07-19,20798,6754,102908,1197,0,17931,302
2021-07-20,19140,6148,105345,935,0,19289,148
2021-07-21,17664,5664,95144,842,0,16582,158
2021-07-22,16742,5497,92459,765,0,14926,129
2021-07-23,16010,5626,90839,692,0,13623,158
2021-07-24,15587,6004,87247,793,0,11234,77
2021-07-25,16859,6086,90544,1123,0,13205,100
2021-07-26,17226,5027,92278,1173,0,14848,417
2021-07-27,17160,5988,95055,857,0,15902,138
2021-07-28,16434,6104,83781,810,0,11435,109
2021-07-29,15886,6255,87344,777,0,12731,151
2021-07-30,15806,6507,91416,748,0,14031,119
2021-07-31,16874,7674,86544,899,0,11836,102
2021-08-01,18858,7956,90872,1111,0,13833,118
2021-08-02,20473,7733,94058,1234,0,15486,292
2021-08-03,19202,6856,90131,1048,0,13894,147
2021-08-04,18737,7039,90926,999,0,14233,137
2021-08-05,18359,6982,94611,938,0,15601,114
2021-08-06,17510,6824,98132,828,0,16881,135
2021-08-07,17739,7403,102482,914,0,18481,84
2021-08-08,19381,7463,106181,1165,0,20448,148
2021-08-09,20120,6550,108406,1249,0,22105,257
2021-08-10,18709,6444,105409,1112,0,21557,126
2021-08-11,17585,6318,96640,874,0,16608,127
2021-08-12,16969,6502,97095,799,0,14579,128
2021-08-13,15860,6335,94567,714,0,13783,97
2021-08-14,16234,7122,94623,850,0,13055,86
2021-08-15,18239,7798,99049,1148,0,15119,116
2021-08-16,18872,6591,101123,1252,0,16740,151
2021-08-17,17477,4786,101655,995,0,17587,247
2021-08-18,16637,5776,102841,843,0,18343,312
2021-08-19,15699,5736,96907,856,0,15724,395
2021-08-20,16104,6984,100151,850,0,15639,467
2021-08-21,16577,7511,95524,867,0,12734,287
2021-08-22,17765,7317,98882,1127,0,14638,405
2021-08-23,19177,6909,101739,1185,0,16374,177
2021-08-24,18355,6728,97408,1025,0,15230,112
2021-08-25,16948,6187,95947,929,0,14766,128
2021-08-26,16001,5496,92588,743,0,13955,135
2021-08-27,15537,5700,95913,748,0,15312,111
2021-08-28,16005,6925,93350,832,0,13533,109
2021-08-29,18014,7617,97519,1197,0,15654,357
2021-08-30,19641,7217,100580,1196,0,17292,492
2021-08-31,18362,7675,97630,1043,0,16562,134
2021-09-01,17012,7332,90361,938,0,13894,109
2021-09-02,16602,7324,91283,865,0,13465,190
2021-09-03,16003,6905,92695,791,0,12334,200
2021-09-04,17628,8391,98045,888,0,14156,156
2021-09-05,20465,8889,103258,1200,0,16317,234
2021-09-06,21604,7981,105826,1228,0,18034,785
2021-09-07,20718,8055,103333,1075,0,17449,230
2021-09-08,16400,7649,104736,866,0,17120,203
2021-09-09,16494,7363,97368,777,0,12494,180
2021-09-10,16605,6780,101097,725,0,13829,123
2021-09-11,16830,6873,96069,767,0,12349,110
2021-09-12,18184,6769,99584,1031,0,14344,237
2021-09-13,18669,5579,101181,1034,0,15997,715
2021-09-14,19747,6994,98891,854,0,15370,186
2021-09-15,18808,6572,97645,748,0,15540,166
2021-09-16,18481,6495,93244,748,0,13512,182
2021-09-17,18245,6879,91863,719,0,11423,111
2021-09-18,19283,8362,96971,953,0,13176,140
2021-09-19,20958,8304,100787,1174,0,15107,111
2021-09-20,21692,7178,102919,1269,0,16611,45
2021-09-21,19342,3643,101804,758,0,16710,57
2021-09-22,17424,1664,101014,418,0,16710,53
2021-09-23,16299,1676,101714,497,0,17438,35
2021-09-24,17193,5855,106266,918,0,19366,151
2021-09-25,19579,8006,98791,1031,0,16734,112
2021-09-26,21574,7143,103192,1220,0,18841,123
2021-09-27,22908,6445,105996,1219,0,20606,203
2021-09-28,22166,6807,104017,1075,0,19890,153
2021-09-29,20958,6629,102650,999,0,18792,134
2021-09-30,19631,6143,91986,891,0,13610,122
2021-10-01,18588,5583,95328,784,0,15006,85
2021-10-02,17799,6496,98941,944,0,17037,96
2021-10-03,18635,6654,102046,1147,0,18917,62
2021-10-04,18675,5954,103799,1240,0,20433,102
2021-10-05,16986,4463,104439,1118,0,21378,218
2021-10-06,15864,5096,102678,857,0,20956,113
2021-10-07,15390,5005,94748,624,0,14799,118
2021-10-08,14444,4896,91640,668,0,12793,104
2021-10-09,14908,6138,87112,818,0,10447,96
2021-10-10,16260,6186,90686,989,0,12174,31
2021-10-11,16480,5306,92741,1046,0,13805,113
2021-10-12,15293,4288,93862,848,0,14745,112
2021-10-13,15656,6099,98063,832,0,16306,167
2021-10-14,15813,6610,96174,828,0,14970,141
2021-10-15,15738,6755,100252,806,0,16405,118
2021-10-16,16820,7582,92268,917,0,13053,129
2021-10-17,18570,7558,96507,1107,0,14890,62
2021-10-18,19838,7343,99808,1150,0,16438,227
2021-10-19,18910,6888,98499,904,0,15608,140
2021-10-20,17927,6651,98017,756,0,15380,118
2021-10-21,17083,5977,93223,694,0,14446,131
2021-10-22,15955,5096,91377,638,0,11788,75
2021-10-23,17268,6853,93472,835,0,11290,121
2021-10-24,18434,6526,97037,960,0,13060,93
2021-10-25,19363,5881,99493,1062,0,14772,178
2021-10-26,18321,6163,103083,796,0,16025,120
2021-10-27,18132,7042,94016,780,0,12208,87
2021-10-28,14603,4013,94209,536,0,12939,106
2021-10-29,15339,5877,94435,839,0,12749,125
2021-10-30,16851,7254,88388,914,0,10266,117
2021-10-31,18201,7576,92387,1032,0,12090,67
2021-11-01,18867,6941,94992,1175,0,13831,125
2021-11-02,18142,7053,98306,992,0,15263,156
2021-11-03,17938,7323,99788,930,0,15122,151
2021-11-04,17454,7540,97729,874,0,12535,149
2021-11-05,17032,7144,101413,737,0,13879,188
2021-11-06,17869,8128,95179,886,0,11291,168
2021-11-07,19061,7893,99000,1040,0,13152,209
2021-11-08,20112,7206,101686,1179,0,14929,284
2021-11-09,19900,7180,100300,1010,0,14169,152
2021-11-10,19405,7289,99351,887,0,14310,144
2021-11-11,19180,7331,103348,714,0,15492,150
2021-11-12,18585,6646,107418,697,0,16863,134
2021-11-13,18851,7065,105045,859,0,15348,92
2021-11-14,20412,7292,108721,1103,0,17210,38
2021-11-15,20350,6324,110668,1262,0,18871,446
2021-11-16,19358,6044,113893,1080,0,20391,116
2021-11-17,18184,6049,103858,856,0,16027,141
2021-11-18,17224,5641,101302,747,0,13363,81
2021-11-19,16536,5744,100481,666,0,12344,124
2021-11-20,18427,7700,99515,822,0,11664,126
2021-11-21,20085,8253,103675,1034,0,13442,92
2021-11-22,21217,7485,106548,1092,0,15185,212
2021-11-23,21070,7847,110914,1003,0,16700,159
2021-11-24,20915,8301,101526,928,0,14082,157
2021-11-25,19848,8388,105822,850,0,15411,180
2021-11-26,20052,8912,111277,778,0,16862,227
2021-11-27,21710,8795,105299,1022,0,14078,306
2021-11-28,24432,8885,110803,1237,0,15942,62
2021-11-29,25263,8031,113669,1363,0,17629,1053
2021-11-30,25484,7920,112874,1207,0,17006,124
2021-12-01,24278,7262,110046,997,0,15417,123
2021-12-02,24038,7216,114160,838,0,16776,142
2021-12-03,24052,7309,111024,714,0,13815,104
2021-12-04,24059,7787,109958,836,0,13012,116
2021-12-05,25200,7252,113443,1019,0,14790,48
2021-12-06,25974,6707,115981,1110,0,16446,158
2021-12-07,25609,6822,119957,965,0,17940,104
2021-12-08,24733,6834,107074,871,0,13830,116
2021-12-09,23926,6637,110754,757,0,15038,96
2021-12-10,23572,6853,115125,663,0,16296,101
2021-12-11,24753,8022,110527,826,0,14282,221
2021-12-12,27264,8314,115291,993,0,16077,135
2021-12-13,28164,7012,117455,1208,0,17704,581
2021-12-14,28794,7467,122131,1088,0,19112,146
2021-12-15,28254,7815,123092,903,0,18956,179
2021-12-16,28786,8094,123651,769,0,18718,164
2021-12-17,28455,7070,124048,682,0,17673,252
2021-12-18,29967,8465,116029,831,0,14946,150
2021-12-19,32381,8500,120179,995,0,16562,302
2021-12-20,34131,7610,123496,1143,0,18185,446
2021-12-21,33495,7262,112252,950,0,15083,114
2021-12-22,32947,7132,112765,827,0,14098,136
2021-12-23,32595,6848,101356,757,0,10590,120
2021-12-24,32054,6089,105239,693,0,11922,134
2021-12-25,33411,8209,98690,889,0,9670,126
2021-12-26,33322,5695,99895,623,0,10359,287
2021-12-27,35177,6038,102979,985,0,12037,503
2021-12-28,35635,7607,107295,946,0,13501,184
2021-12-29,35771,7220,102465,831,0,11974,219
2021-12-30,36295,7664,107401,836,0,13367,241
2021-12-31,37388,7988,112341,779,0,14783,237
2022-01-01,37401,8506,116585,864,0,16357,192
2022-01-02,35539,5419,115847,593,0,16452,147
2022-01-03,37272,5341,118904,948,0,18345,202
2022-01-04,35585,4767,121326,811,0,19813,102
2022-01-05,33768,4606,108790,759,0,16291,76
2022-01-06,32072,4469,100652,676,0,12624,77
2022-01-07,30102,4248,103323,806,0,14056,71
2022-01-08,28109,4659,92210,982,0,11025,52
2022-01-09,29578,5390,95446,1093,0,12874,52
2022-01-10,30161,4761,97399,1176,0,14622,118
2022-01-11,27458,4333,99212,869,0,15920,63
2022-01-12,24859,4247,93002,734,0,13211,77
2022-01-13,22620,4061,95111,694,0,14372,76
2022-01-14,21102,4714,95226,834,0,14840,101
2022-01-15,20144,5054,94378,923,0,15142,57
2022-01-16,20714,5107,96908,980,0,16665,34
2022-01-17,21296,4263,98901,1089,0,18413,133
2022-01-18,19979,4531,95523,869,0,17118,91
2022-01-19,18787,4731,93342,833,0,15391,73
2022-01-20,18456,5401,91892,709,0,12463,81
2022-01-21,17967,5058,91918,762,0,11367,93
2022-01-22,18082,6262,90644,867,0,10823,86
2022-01-23,19984,7002,94713,1040,0,12670,58
2022-01-24,21003,6324,97118,1237,0,14483,220
2022-01-25,20344,6142,100482,983,0,15779,82
2022-01-26,19875,6297,93353,833,0,13418,104
2022-01-27,19966,6688,97885,857,0,14769,124
2022-01-28,20034,6925,96285,841,0,13777,94
2022-01-29,21189,8279,94717,1048,0,12896,99
2022-01-30,22023,8275,97937,1191,0,14488,69
2022-01-31,22453,7864,100188,1373,0,16087,29
2022-02-01,20048,4878,99548,901,0,16249,119
2022-02-02,18095,2124,98861,547,0,16248,119
2022-02-03,18071,2789,100547,733,0,17270,50
2022-02-04,18078,5361,104193,843,0,19206,109
2022-02-05,17724,5258,101007,918,0,16495,58
2022-02-06,18537,5333,103720,1085,0,18302,74
2022-02-07,19055,4895,105567,1169,0,20058,122
2022-02-08,17371,4826,107741,986,0,21532,70
2022-02-09,16339,5044,101859,906,0,18586,73
2022-02-10,16877,6471,97557,840,0,15348,91
2022-02-11,16671,6614,93830,863,0,13742,99
2022-02-12,17095,7456,86984,951,0,10844,83
2022-02-13,18696,7956,90651,1163,0,12514,76
2022-02-14,19650,7019,92937,1312,0,14152,156
2022-02-15,18130,6687,95544,1068,0,15224,72
2022-02-16,17265,6741,92509,853,0,12983,80
2022-02-17,16265,6316,95165,684,0,13944,80
2022-02-18,15899,5894,93567,750,0,13962,74
2022-02-19,16110,6906,90769,933,0,10970,82
2022-02-20,17731,7198,94490,1132,0,12755,44
2022-02-21,18768,6819,97038,1334,0,14436,155
2022-02-22,17842,6731,94389,1137,0,13770,74
2022-02-23,17264,7034,90779,1049,0,12125,53
2022-02-24,17020,7372,88514,916,0,11044,157
2022-02-25,17054,7446,89593,830,0,10412,94
2022-02-26,16965,7931,89934,918,0,9959,66
2022-02-27,18440,8294,93586,1088,0,11632,75
2022-02-28,19655,7662,96362,1356,0,13267,56
2022-03-01,20270,8543,100484,1287,0,14723,87
2022-03-02,21566,7997,103567,1266,0,15810,274
2022-03-03,21203,7935,107365,1104,0,16990,102
2022-03-04,20373,7075,108360,914,0,16202,137
2022-03-05,20027,7298,97098,922,0,12672,78
2022-03-06,21379,7943,100489,1156,0,14406,67
2022-03-07,21961,6602,102553,1385,0,16045,105
2022-03-08,20403,6051,99532,1119,0,15616,85
2022-03-09,20135,6850,93484,1110,0,12145,60
2022-03-10,20735,6367,96113,1017,0,13234,580
2022-03-11,19376,5139,98738,753,0,14299,92
2022-03-12,18736,5677,96909,833,0,14079,73
2022-03-13,19457,5846,100121,976,0,15658,100
2022-03-14,19520,4885,101858,1038,0,17210,115
2022-03-15,17486,4243,99032,771,0,16429,58
2022-03-16,16368,4632,93720,594,0,14093,57
2022-03-17,16506,5217,92846,633,0,14123,87
2022-03-18,15756,4536,92219,682,0,12875,93
2022-03-19,15942,5682,92059,795,0,13125,98
2022-03-20,16965,5557,95059,954,0,14733,35
2022-03-21,18290,5683,97849,1015,0,16310,373
2022-03-22,17377,5305,100323,795,0,17399,76
2022-03-23,16918,5957,94057,770,0,15298,102
2022-03-24,16116,5840,89361,717,0,11706,107
2022-03-25,15431,5303,92784,675,0,12800,110
2022-03-26,15732,6254,83444,795,0,9510,89
2022-03-27,17191,6592,87244,964,0,11113,45
2022-03-28,18366,6350,89898,1077,0,12612,144
2022-03-29,17306,5772,89586,821,0,12597,72
2022-03-30,15734,5095,88233,619,0,11609,90
2022-03-31,15507,5388,91394,691,0,12777,113
2022-04-01,15617,5608,89971,663,0,12100,85
2022-04-02,15813,6518,90713,784,0,11840,128
2022-04-03,17945,7116,94987,968,0,13376,50
